ID;SEZIONE;NOME IDROMETRO;NOME_BACIN;DATI_DA;NOME_DOMIN;COMUNE;PROV;REGIONE;BACINO;LON;LAT;AREA;CORR_TIME;CN;THR1;THR2;THR3;ALERTZONE;Q_ALLARME;Q_ARANCIONE;Q_ALLERTA;Fonte Q_soglia;StimaQoss;QUAL1_5;CALIBRATO;Err_Rel_Qp;NashSut;FonteSdD
-9999;Acqualagna;Acqualagna;Metauro;Metauro, Acqualagna;MarcheDomain;-;-;MARCHE;-9999;12.68448;43.62819;616;7.0;-9999;150;200;300;-9999;112;166;288;CF;Scala di deflusso;5;si;-0.163;0.13;Regione Marche, 2021
74;Alba Q.A.;Alba;Tanaro;Tanaro, Alba Q.A.;PoBasin;Alba;CN;Piemonte;45;8.02703;44.70556;3350;15.9;66;250;380;410;83;1312;2243;2484;CF;Scala di deflusso;3;no;-0.35;0.69;ARPAPiemonte, 2008
-9999;Albanella;Albanella;Sele;Sele, Albanella;BasilicataDomain;-;-;Campania;-9999;15.01425;40.497;2950;14.9;-9999;610;660;670;-9999;2032;2255;2300;CF;Scala di deflusso;2;no;-0.685;0.33;Arpa Campania, 1993
211;Albaredo;Albaredo;Adige;Adige, Albaredo;AdigeDomain;ALBAREDO D'ADIGE;VR;VENETO;51;11.26187;45.30967;11980;29.8;-9999;-9999;-9999;-9999;158;2375;3065;3345;Statistica;-9999;-9999;no;-9999;-9999;N.D.
-9999;Albisola;-;Sansobbia;Sansobbia, Albisola;LiguriaDomain;-;-;LIGURIA;-9999;8.50766;44.33048;57;2.3;-9999;240;320;-9999;3;102;180;245;Statistica;-9999;-9999;no;-9999;-9999;N.D.
176;Alessandria;Alessandria Tanaro;Tanaro;Tanaro, Alessandria;PoBasin;ALESSANDRIA;AL;PIEMONTE;45;8.60824;44.91764;5260;19.8;65;360;410;530;-9999;1396;1681;2369;CF;Scala di deflusso;4;no;0.128;-0.91;ARPAPiemonte, 2018
-9999;Allai;-;Tirso;Tirso, Allai;SardegnaDomain;-;-;SARDEGNA;-9999;8.85745;39.95773;700;7.4;-9999;200;300;378;-9999;128;203;256;Statistica;-9999;-9999;no;-9999;-9999;N.D.
-9999;Allerona;Allerona;Paglia;Paglia, Allerona;TevereBasin;-;-;Lazio;-9999;12.0325;42.7714;635;7.1;-9999;260;350;500;-9999;107;178;326;CF;Scala di deflusso;2;si;-0.151;0.35;CF Umbria, 2018
-9999;Alpe Gera;-;Cormor;Cormor, Alpe Gera;PoBasin;-;-;-;-9999;9.9445;46.31458;35.92;1.9;-9999;-9999;-9999;-9999;-9999;7;10;13;Statistica;-9999;-9999;no;-9999;-9999;N.D.
-9999;Altare;-;Bormida;Bormida, Altare;LiguriaDomain;-;-;LIGURIA;-9999;8.3275;44.32417;39;1.9;-9999;-9999;-9999;-9999;4;36;64;86;Statistica;-9999;-9999;no;-9999;-9999;N.D.
38;Altopantano;Altopantano;Biferno;Biferno, Altopantano;VolturnoDomain;GUGLIONESI;CB;MOLISE;13;14.98055;41.92455;1270;9.9;68;160;390;530;72;22;325;619;CF;Scala di deflusso;2;no;-0.348;-0.96;Arpa Campania (non ufficiali)
-9999;Alviano;Alviano;Tevere;Tevere, Alviano;TevereBasin;-;-;Lazio;-9999;12.2533;42.5836;7200;23.2;-9999;-9999;-9999;-9999;-9999;1200;1591;1723;Statistica;Modello rilascio diga;-9999;no;-9999;-9999;N.D.
100;Ameglia;Ameglia Foce Magra;Magra;Magra, Ameglia;LiguriaDomain;AMEGLIA;SP;LIGURIA;47;9.9722;44.07884;1680;11.3;64;150;200;330;5;1871;3296;4478;Statistica;-9999;-9999;no;-9999;-9999;N.D.
-9999;Amorosi;Amorosi;Volturno;Volturno, Amorosi;VolturnoDomain;-;-;Campania;-9999;14.4464;41.1919;2020;12.4;66;310;340;350;-9999;514;595;623;CF;Scala di deflusso;3;si;-0.51;0.47;Arpa Campania (non ufficiali)
-9999;AncipaDiga;Ancipa Diga R2;Simeto;Simeto, AncipaDiga;SiciliaDomain;-;-;SICILIA;-9999;14.58;37.82;48.61;2.1;-9999;-9999;-9999;-9999;-9999;15;25;32;Statistica;-9999;-9999;no;-9999;-9999;N.D.
-9999;Antrodoco;-;Velino;Velino, Antrodoco;TevereBasin;-;-;Lazio;-9999;13.0781;42.4208;245;4.5;-9999;120;150;180;-9999;85;159;227;Statistica;-9999;-9999;no;-9999;-9999;N.D.
-9999;Apice Calore;Apice Calore;Volturno;Volturno, Apice Calore;VolturnoDomain;-;-;Campania;-9999;14.9281;41.1278;507;6.3;-9999;-9999;-9999;-9999;-9999;184;272;334;Statistica;Scala di deflusso;2;no;0.85;<-1;Arpa Campania (non ufficiali)
-9999;Apice Ufita;Apice Ufita;Volturno;Volturno, Apice Ufita;VolturnoDomain;CANCELLO ED ARNONE;CE;CAMPANIA;-9999;14.9244;41.1369;1250;9.8;67;-9999;-9999;-9999;-9999;361;508;610;Statistica;-9999;-9999;no;-9999;-9999;N.D.
-9999;Arzilla;Arzilla;Arzilla;Arzilla, Arzilla;MarcheDomain;-;-;-;-9999;12.9;43.84;45;2.1;-9999;150;200;250;-9999;4;10;18;CF;Scala di deflusso;3;no;-0.08;<-1;Regione Marche, 2021
-9998;Aspio 2;Aspio 2;Aspio;Aspio, Aspio 2;MarcheDomain;-;-;MARCHE;-9999;13.56658;43.49395;124;3.3;-9999;100;150;250;-9999;8;19;55;CF;Scala di deflusso;3;no;-0.541;0.16;Regione Marche, 2021
142;Assemini;Fluminimannu a Decimomannu;Fluminumannu;Fluminumannu, Assemini;SardegnaDomain;ASSEMINI;CA;SARDEGNA;435;8.98661;39.28363;2320;13.3;66;-9999;-9999;-9999;91;213;330;409;Statistica;-9999;-9999;no;-9999;-9999;N.D.
-9999;Atella;Torrente Atella;Ofanto;Ofanto, Atella;BasilicataDomain;Atella;PZ;BASILICATA;-9999;15.64580552;40.86863892;187.5;3.9;-9999;200;260;320;-9999;43;80;127;CF;Scala di deflusso;2;no;-0.608;0.05;CF Regione Puglia, 2018
-9999;Atina;Melfa ad Atina;Melfa;Melfa, Atina;LiriDomain;-;-;-;-9999;13.7695;41.6295;153;3.6;-9999;100;150;250;-9999;21;33;55;CF;Scala di deflusso;2;si;0.85;<-1;CF Regione Lazio, 2020
-9999;Aviasco;-;Goglio;Goglio, Aviasco;PoBasin;-;-;-;-9999;9.86297;46.00025;2.24;0.7;-9999;-9999;-9999;-9999;-9999;1;2;2;Statistica;-9999;-9999;no;-9999;-9999;N.D.
-9999;Badu Crabolu;Badu Crabolu;Temo;Temo, Badu Crabolu;SardegnaDomain;-;-;SARDEGNA;-9999;8.59667;40.3317;146;3.5;-9999;90;130;180;-9999;10;18;33;CF;Scala di deflusso;-9999;si;0.44;0.32;Regione Sardegna,2013
143;Ballao;Ballao;Flumendosa;Flumendosa, Ballao;SardegnaDomain;BALLAO;CA;SARDEGNA;3;9.35333;39.5539;1020;8.9;73;170;180;200;95;170;270;341;Statistica;-9999;-9999;no;-9999;-9999;N.D.
-9999;Barbellino;-;Serio;Serio, Barbellino;PoBasin;-;-;-;-9999;10.04321;46.06602;17.16;1.4;-9999;-9999;-9999;-9999;-9999;11;17;21;Statistica;-9999;-9999;no;-9999;-9999;N.D.
117;Barzizza;Barzizza;Brenta;Brenta, Barzizza;AdigeDomain;Cismon del grappa;VI;Veneto;52;11.7201;45.791;1740;11.5;73;160;240;320;156;154;360;645;CF;Scala di deflusso;3;si;0.56;0.11;ARPAV, 2021
-9999;Bastia;-;Piave;Piave, Bastia;FriuliDomain;-;-;-;-9999;12.32457;46.13118;149.03;3.5;-9999;-9999;-9999;-9999;-9999;280;471;622;Statistica;-9999;-9999;no;-9999;-9999;N.D.
-9999;Battipaglia;Battipaglia Idro;Tusciano;Tusciano, Battipaglia;VolturnoDomain;-;-;Campania;-9999;14.9692;40.6111;160;3.7;-9999;-9999;-9999;-9999;-9999;80;126;159;Statistica;-9999;-9999;no;-9999;-9999;N.D.
-9999;Belcastro SS106;Belcastro SS 106;Tacina;Tacina, Belcastro SS106;CalabriaDomain;-;-;CALABRIA;-9999;16.9078;38.9431;360;5.4;-9999;-9999;-9999;-9999;-9999;598;811;940;Statistica;-9999;-9999;no;-9999;-9999;N.D.
85;Belluno;Belluno;Piave;Piave, Belluno;FriuliDomain;Belluno;BL;Veneto;55;12.2205;46.1344;2000;12.3;72;-9999;-9999;-9999;155;1000;1500;2000;CF;-9999;-9999;no;-9999;-9999;ARPAV
-9999;Benevento;Benevento;Volturno;Volturno, Benevento;VolturnoDomain;Benevento;BN;Campania;-9999;14.7703;41.1292;450;6.0;67;600;700;820;-9999;608;769;979;CF;Scala di deflusso;3;si;0;0.43;Arpa Campania (non ufficiali)
141;Bettona;Bettona Q.A.;Tevere;Tevere, Bettona;TevereBasin;Bettona;PG;Umbria;37;12.5078;43.0217;1100;9.2;-9999;400;500;650;151;134;222;403;CF;Scala di deflusso;2;si;0.201;0.24;CF Umbria, 2018
-9999;Bevagna;Bevagna;Topino;Topino, Bevagna;TevereBasin;-;-;Lazio;-9999;12.63867;42.94403;520;6.4;-9999;170;240;320;-9999;64;122;208;CF;Scala di deflusso;2;no;0.371;<-1;CF Umbria, 2018
-9999;Bevano Adriatica;-;Bevano;Bevano, Bevano Adriatica;RomagnaDomain;-;-;-;-9999;12.2806;44.325;152;3.6;-9999;160;220;320;-9999;39;65;87;Statistica;-9999;-9999;no;-9999;-9999;N.D.
-9999;Boara Pisani;Boara Pisani;Adige;Adige, Boara Pisani;AdigeDomain;-;-;-;-9999;11.7842;45.1055;11954;29.8;-9999;0;150;300;-9999;656;958;1377;CF;Scala di deflusso;4;si;0.82;-0.19;ARPAV, 2017
-9999;Bocca dArno;-;Arno;Arno, Bocca dArno;ToscanaDomain;-;-;TOSCANA;-9999;10.27825;43.68001;8200;24.7;-9999;-9999;-9999;-9999;-9999;1380;1762;1973;Statistica;-9999;-9999;no;-9999;-9999;N.D.
202;Bocca Serchio;-;Serchio;Serchio, Bocca Serchio;ToscanaDomain;SAN GIULIANO TERME;PI;TOSCANA;29;10.26823;43.78099;1470;10.6;63;-9999;-9999;-9999;141;1254;1921;2463;Statistica;-9999;-9999;no;-9999;-9999;N.D.
182;Boccaserio;Boccaserio SIAP;Adda;Adda, Boccaserio;PoBasin;CORTE PALASIO;LO;LOMBARDIA;49;9.5503;45.30238;5660;20.6;72;-9999;-9999;-9999;63;1596;2177;2469;Statistica;-9999;-9999;no;-9999;-9999;N.D.
-9999;Bolsine;Bolsine;Teiro;Teiro, Bolsine;LiguriaDomain;-;-;LIGURIA;-9999;8.57472;44.37139;26;1.6;-9999;130;180;250;3;33;78;166;CF;Scala di deflusso;4;no;-0.01;0.43;ARPAL, 2020
-9999;Bolzano Vicentino;Bolzano Vicentino;Tesina;Tesina, Bolzano Vicentino;AdigeDomain;-;-;-;-9999;11.6209;45.6009;694;7.4;-9999;300;350;420;-9999;196;250;329;CF;Scala di deflusso;3;si;0.6;0.5;ARPAV, 2021
-9999;Bomporto;Bomporto;Panaro;Panaro, Bomporto;PoBasin;-;-;-;-9999;11.0453;44.7272;1017;8.9;-9999;800;920;1100;-9999;143;234;379;CF;Scala di deflusso;3;no;-0.37;0.75;ARPA Emilia Romagna, 2018
200;Bonconvento;-;Reno;Reno, Bonconvento;RomagnaDomain;SALA BOLOGNESE;BO;EMILIA ROMAGNA;23;11.31262;44.60535;1120;9.3;68;700;950;1150;40;531;775;955;Statistica;-9999;-9999;no;-9999;-9999;N.D.
234;Borgoforte;Borgoforte;Po;Po, Borgoforte;PoBasin;MOTTEGGIANA;MN;LOMBARDIA;44;10.74765;45.04369;58228;65.4;-9999;500;600;700;65;4334;5391;6348;CF;Scala di deflusso;4;no;0.24;<-1;ARPA Lombardia, 2016
0;Borgofrassine;Borgofrassine;Agno;Agno, Borgofrassine;AdigeDomain;-;-;VENETO;54;11.4811;45.2514;530;6.5;-9999;-9999;-9999;-9999;159;226;346;431;Statistica;Scala di deflusso;3;si;0.51;0.42;ARPAV, 2021
458;Bosa;Fiume Temo a Bosa;Temo;Temo, Bosa;SardegnaDomain;Bosa;NU;SARDEGNA;449;8.494;40.29386;822;8.0;-9999;-9999;-9999;-9999;-9999;94;149;188;Statistica;-9999;-9999;no;-9999;-9999;N.D.
-9999;Bovegno;Bovegno;Mella;Mella, Bovegno;PoBasin;-;-;-;-9999;10.2684;45.7892;84;2.7;-9999;83;111;139;-9999;83;111;139;CF;Scala di deflusso;2;no;-0.15;-0.31;Regione Lombardia, 2015
-9999;Branca;Branca;Chiascio;Chiascio, Branca;TevereBasin;-;-;Lazio;-9999;12.68076;43.26042;240;4.4;-9999;250;320;420;-9999;52;74;112;CF;Scala di deflusso;3;no;-0.191;0.74;CF Umbria, 2018
-9999;Brembate di Sopra;Ponte Briolo;Brembo;Brembo, Brembate di Sopra;PoBasin;-;-;-;-9999;9.588;45.7044;754;7.7;-9999;250;350;450;-9999;161;290;419;CF;Scala di deflusso;2;no;-0.04;<-1;Regione Lombardia, 2019
130;Bressanone;Bressanone;Adige;Adige, Bressanone;AdigeDomain;Bressanone;BZ;Trentino;51;11.6544;46.7043;2890;14.8;78;-9999;-9999;-9999;147;709;915;999;Statistica;-9999;-9999;no;-9999;-9999;N.D.
-9999;BrigliaVolpi;Briglia Volpi;Tronto;Tronto, BrigliaVolpi;MarcheDomain;-;-;-;-9999;13.88;42.89;1153;9.4;-9999;80;130;200;-9999;80;156;272;CF;Scala di deflusso;3;no;0.15;-0.66;Regione Marche, 2021
212;Bronzolo;Bronzolo;Adige;Adige, Bronzolo;AdigeDomain;VADENA;BZ;TRENTINO ALTO ADIGE;51;11.30708;46.40664;7050;22.9;-9999;-9999;-9999;-9999;147;1512;1952;2130;Statistica;-9999;-9999;no;-9999;-9999;N.D.
-9999;Bucine;Bucine;Arno;Arno, Bucine;ToscanaDomain;-;-;-;-9999;11.619;43.484;155;3.6;-9999;170;220;380;-9999;22;32;106;CF;Scala di deflusso;3;no;-0.36;-0.59;Regione Toscana, 2025
-9999;Buonfratello;-;Grande;Grande, Buonfratello;SiciliaDomain;CAMPOFELICE DI ROCCELLA;PA;SICILIA;91;13.824;37.975;283;4.8;-9999;-9999;-9999;-9999;107;125;195;244;Statistica;-9999;-9999;no;-9999;-9999;N.D.
-9999;Busca;Busca;Maira;Maira,Busca;PoBasin;-;-;-;-9999;7.48;44.52;574;6.7;-9999;250;350;-9999;-9999;224;309;-9999;CF;Scala di deflusso;4;no;-9999;-9999;Arpa Piemonte,2019
-9999;C.Molara;Torto a Bivio Cerda;Torto;Torto, C.Molara;SiciliaDomain;TERMINI IMERESE;PA;SICILIA;114;13.782;37.9652;348;5.3;-9999;-9999;-9999;-9999;107;129;202;253;Statistica;-9999;-9999;no;-9999;-9999;N.D.
-9999;Cabanne;Cabanne;Aveto;Aveto, Cabanne;LiguriaDomain;-;-;LIGURIA;-9999;9.34017;44.48803;33;1.8;-9999;110;160;270;4;99;164;364;CF;Scala di deflusso;1;si;-0.24;0.64;ARPAL, 2018
-9999;Cadelbosco;Cadelbosco;Crostolo;Crostolo, Cadelbosco;PoBasin;-;-;-;-9999;10.5812;44.7788;229;4.3;-9999;560;700;800;-9999;92;133;162;CF;Scala di deflusso;2;no;-0.68;0.44;ARPA Emilia Romagna, 2018
-9999;CagliCivita;Cagli Civita;Metauro;Metauro, CagliCivita;MarcheDomain;-;-;-;-9999;12.64;43.55;238;4.4;-9999;-9999;-9999;-9999;-9999;119;201;271;Statistica;-9999;4;no;-0.15;<-1;Regione Marche, 2021
-9999;CagliPonteCavour;Cagli Ponte Cavour;Metauro;Metauro, CagliPonteCavour;MarcheDomain;-;-;-;-9999;12.64;43.54;104;3.0;-9999;-9999;-9999;-9999;-9999;59;100;135;Statistica;-9999;5;no;-0.29;0.45;Regione Marche, 2021
-9999;Cairo Montenotte;-;Bormida;Bormida, Cairo Montenotte;LiguriaDomain;-;-;LIGURIA;-9999;8.27083;44.40389;162;3.7;-9999;-9999;-9999;-9999;4;56;98;133;Statistica;-9999;-9999;no;-9999;-9999;N.D.
-9999;Calamazza;Calamazza;Magra;Magra, Calamazza;LiguriaDomain;Aulla;MS;LIGURIA;48;9.95089;44.19807;960;8.6;62;350;400;570;5;526;681;1357;CF;Scala di deflusso;4;si;-0.037;0.89;ARPAL, 2020
-9999;Calavorno;Calavorno;Serchio;Serchio, Calavorno;ToscanaDomain;-;-;-;-9999;10.535;44.02;647;7.1;-9999;420;470;665;-9999;427;535;1073;CF;Scala di deflusso;4;no;0.28;<-1;Regione Toscana, 2025
-9999;Calcara;Calcara;Samoggia;Samoggia,Calcara;RomagnaDomain;-;-;-;-9999;11.133;44.546;175;3.8;-9999;280;380;450;-9999;118;205;267;CF;Scala di deflusso;3;no;-9999;-9999;ARPA Emilia Romagna,2018
438;Calimara;-;Amendolea;Amendolea, Calimara;CalabriaDomain;CONDOFURI;RC;CALABRIA;-9999;15.88535;37.92916;140;3.4;-9999;-9999;-9999;-9999;-9999;192;275;330;Statistica;-9999;-9999;no;-9999;-9999;N.D.
-9999;Caminata;Caminata;Graveglia;Graveglia, Caminata;LiguriaDomain;-;-;LIGURIA;-9999;9.41009;44.34007;42;2.0;-9999;140;190;280;5;29;53;126;CF;Scala di deflusso;4;no;-0.01;0.23;ARPAL, 2020
-9999;Campo Tartano;-;Tartano;Tartano, Campo Tartano;PoBasin;-;-;-;-9999;9.63867;46.13968;51.25;2.2;-9999;-9999;-9999;-9999;-9999;26;39;48;Statistica;-9999;-9999;no;-9999;-9999;N.D.
-9999;Camponocecchio;Camponocecchio;Esino;Esino, Camponocecchio;MarcheDomain;-;-;MARCHE;-9999;12.9803;43.40635;616;7.0;-9999;130;180;220;-9999;51;89;119;CF;Scala di deflusso;5;si;-0.391;0.72;Regione Marche, 2021
-9999;Cancello Arnone;Cancello Arnone;Volturno;Volturno, Cancello Arnone;VolturnoDomain;CANCELLO ED ARNONE;CE;CAMPANIA;-9999;14.0278;41.0711;5630;20.5;65;700;750;820;-9999;1627;1802;2039;CF;Scala di deflusso;2;no;-0.163;0.11;Arpa Campania (non ufficiali)
-9999;Candelaross272;Torrente Candelaro SS272;Candelaro;Candelaro, Candelaross272;BasilicataDomain;San Severo;FG;PUGLIA;-9999;15.50270002;41.71448332;376.25;5.5;-9999;250;270;310;-9999;22;29;46;CF;Scala di deflusso;2;no;-0.8;-0.61;CF Regione Puglia, 2024
-9999;Candoglia;Candoglia;Toce;Toce, Candoglia;PoBasin;-;-;-;-9999;8.42153;45.97455;1529.22;10.8;-9999;520;690;770;-9999;894;1282;1464;CF;Scala di deflusso;3;no;-0.02;0.39;ARPAPiemonte, 2018
66;Cannara;Cannara;Tevere;Tevere, Cannara;TevereBasin;Cannara;PG;Umbria;37;12.5803;42.9909;1000;8.8;67;240;290;390;151;105;148;260;CF;Scala di deflusso;2;si;0.19;0.01;CF Umbria, 2018
181;Canonica DAdda;-;Adda;Adda, Canonica DAdda;PoBasin;CANONICA D'ADDA;BG;LOMBARDIA;49;9.53489;45.57717;5140;19.6;74;-9999;-9999;-9999;67;1582;2157;2447;Statistica;-9999;-9999;no;-9999;-9999;N.D.
-9999;Cantalupo;Cantalupo;Tevere;Tevere, Cantalupo;TevereBasin;-;-;Umbria;-9999;12.59724;42.95584;530;6.5;-9999;270;370;450;-9999;68;127;187;CF;Scala di deflusso;3;si;0.131;0.01;CF Umbria, 2018
-9999;Capocanale;Sagittario a Capo Canale;Aternopescara;Aternopescara, Capocanale;LiriDomain;-;-;ABRUZZO;-9999;13.87126;42.11762;580;6.8;-9999;130;150;180;-9999;12;18;30;CF;Scala di deflusso;2;no;0.948;<-1;Arpa Abruzzo, 1994
-9999;Capodarso;Imera Merid. a Capodarso;Imera;Imera, Capodarso;SiciliaDomain;-;-;SICILIA;-9999;14.15;37.5;622.31;7.0;-9999;-9999;-9999;-9999;-9999;222;347;435;Statistica;-9999;-9999;no;-9999;-9999;N.D.
480;Capoterra;-;Gutturu-Mannu;Gutturu-Mannu, Capoterra;SardegnaDomain;CAPOTERRA;CA;SARDEGNA;458;8.9779;39.0516;95;2.9;-9999;-9999;-9999;-9999;91;91;148;190;Statistica;-9999;-9999;no;-9999;-9999;N.D.
184;Capriolo;Capriolo (ex Tagliuno);Oglio;Oglio, Capriolo;PoBasin;CAPRIOLO;BS;LOMBARDIA;50;9.917;45.64224;1870;11.9;74;-9999;-9999;-9999;66;105;218;322;CF;Scala di deflusso;3;no;-0.277;<-1;ARPA Lombardia, 2016
-9999;Carapelle;Torrente Carapelle a SR01;Carapelle;Carapelle, Carapelle;BasilicataDomain;Candela;FG;PUGLIA;-9999;15.50926663;41.17733338;336.5;5.2;-9999;230;280;320;-9999;75;125;196;CF;Scala di deflusso;1;no;-0.554;-0.09;CF Regione Puglia, 2024
-9999;Carasco;Carasco;Entella;Entella, Carasco;LiguriaDomain;-;-;-;-9999;9.35;44.35;350;5.3;-9999;440;490;580;-9999;408;510;725;CF;Scala di deflusso;3;no;0.03;0.51;Arpal, 2020
168;Carignano;Carignano;Po;Po, Carignano;PoBasin;CARIGNANO;TO;PIEMONTE;44;7.69087;44.90862;3880;17.1;68;270;370;520;83;339;609;1018;CF;Scala di deflusso;4;no;-0.149;0.22;ARPAPiemonte, 2018
-9999;Carpineto;Sinello a Carpineto Sinello;Sinello;Sinello, Carpineto;LiriDomain;-;-;ABRUZZO;-9999;14.49778;42.01694;102;3.0;-9999;150;200;250;-9999;32;52;69;Statistica;-9999;-9999;no;-9999;-9999;N.D.
-9999;Cartosio;Cartosio;Erro;Erro, Cartosio;LiguriaDomain;-;-;LIGURIA;-9999;8.42126;44.57334;195;4.0;-9999;270;320;430;2;346;417;574;CF;Scala di deflusso;3;no;-0.196;0.65;ARPAL, 2018
-9999;Casalcermelli;Casal Cermelli;Orba;Orba, Casalcermelli;PoBasin;CASALCERMELLI;AL;PIEMONTE;45;8.63137;44.8324;800;7.9;65;350;430;450;83;506;692;739;CF;Scala di deflusso;3;no;-0.432;0.14;ARPAPiemonte, 2018
-9999;Casale;Fiume Fortore a Ponte Fortore;Fortore;Fortore, Casale;VolturnoDomain;Casalnuovo Monterotaro;FG;PUGLIA;-9999;15.04436112;41.64730554;1242;9.8;-9999;250;300;350;-9999;26;60;125;CF;Scala di deflusso;3;no;-0.22;<-1;CF Regione Puglia, 2024
239;Casale Monferrato;Casale Monferrato (Lanza);Po;Po, Casale Monferrato;PoBasin;CASALE MONFERRATO;AL;PIEMONTE;44;8.43611;45.1389;13700;31.9;-9999;50;140;180;83;2494;3091;3356;CF;Scala di deflusso;4;no;-0.231;<-1;ARPAPiemonte, 2018
-9999;Casignana SS106;Casignana SS 106;Bonamico;Bonamico, Casignana SS106;CalabriaDomain;-;-;CALABRIA;-9999;16.1592;38.1275;130;3.3;-9999;-9999;-9999;-9999;-9999;203;290;349;Statistica;-9999;-9999;no;-9999;-9999;N.D.
-9999;Caslino dErba;Caslino d'Erba;Lambro;Lambro, Caslino dErba;PoBasin;-;-;-;-9999;9.2323;45.8354;45;2.1;-9999;120;250;290;-9999;25;-9999;-9999;CF;Scala di deflusso;4;no;-0.36;0.51;Regione Lombardia, 2014
-9999;Cassine;Cassine;Bormida;Bormida, Cassine;PoBasin;-;-;-;-9999;8.54;44.75;1524;10.8;-9999;280;380;440;-9999;851;1251;1491;CF;Scala di deflusso;2;no;-0.24;0.61;ARPA Piemonte, 2018
-9999;Cassino;Rapido a Cassino;Rapido;Rapido, Cassino;LiriDomain;-;-;-;-9999;13.8404;41.4864;172;3.8;-9999;150;250;300;-9999;28;92;139;CF;Scala di deflusso;2;si;0.4;0.6;CF Regione Lazio, 2020
-9999;Castelfiorentino;Castelfiorentino;Arno;Arno, Castelfiorentino;ToscanaDomain;-;-;-;-9999;10.968;43.604;783;7.8;-9999;210;260;360;-9999;86;116;199;CF;Scala di deflusso;2;no;-0.04;<-1;Regione Toscana, 2025
-9999;Castellanza Olona;Castellanza;Olona;Olona, Castellanza Olona;PoBasin;-;-;-;-9999;8.91;45.61;145;3.5;-9999;180;210;240;-9999;39;50;60;CF;Scala di deflusso;1;no;-0.04;<-1;Regione Lombardia, 2015
-9999;Castellina di Soragna;Castellina di Soragna;Stirone;Stirone, Castellina di Soragna;PoBasin;-;-;-;-9999;10.11;44.9161;229;4.3;-9999;300;400;540;-9999;52;77;112;CF;Scala di deflusso;3;no;-0.23;0.07;ARPA Emilia Romagna, 2018
-9999;Castelluccio;Tellaro a Castelluccio;Tellaro;Tellaro, Castelluccio;SiciliaDomain;-;-;SICILIA;-9999;14.92;36.92;158.73;3.7;-9999;-9999;-9999;-9999;-9999;79;129;165;Statistica;-9999;-9999;no;-9999;-9999;N.D.
236;Castelmassa Siap;-;Po;Po, Castelmassa Siap;PoBasin;CASTELMASSA;RO;VENETO;44;11.31216;45.01011;65200;69.2;0;-9999;-9999;-9999;158;11942;16283;18473;Statistica;-9999;-9999;no;-9999;-9999;N.D.
-9999;Castelsangelo;Castel S.Angelo;Nera;Nera, Castelsangelo;MarcheDomain;-;-;-;-9999;13.15;42.9;115;3.1;-9999;45;95;105;-9999;3;9;10;CF;Scala di deflusso;0;no;0.47;<-1;Regione Marche, 2021
-9999;Castelvolturno;-;Volturno;Volturno, Castelvolturno;VolturnoDomain;-;;Campania;-9999;13.9386;41.0261;6300;21.7;64;-9999;-9999;-9999;-9999;1240;1744;2096;Statistica;-9999;-9999;no;-9999;-9999;N.D.
-9999;Castenaso;Castenaso;Idice;Idice, Castenaso;RomagnaDomain;-;-;-;-9999;11.47;44.5;397;5.6;-9999;830;980;1100;-9999;111;191;255;CF;Scala di deflusso;3;si;0.23;0.85;ARPA Emilia Romagna, 2018
-9999;Castiglione;-;Savio;Savio, Castiglione;RomagnaDomain;-;-;-;-9999;12.26088;44.25899;670;7.2;-9999;450;600;800;-9999;561;942;1250;Statistica;-9999;-9999;no;-9999;-9999;N.D.
-9999;Castrocaro;Castrocaro;Montone;Montone, Castrocaro;RomagnaDomain;-;-;-;-9999;11.9494;44.1701;238;4.4;-9999;130;200;300;-9999;29;53;87;CF;Scala di deflusso;3;si;0.47;<-1;ARPA Emilia Romagna, 2018
-9999;Castropignano;Castropignano;Biferno;Biferno, Castropignano;VolturnoDomain;-;-;-;-9999;14.57;41.61;491;6.2;-9999;170;260;290;-9999;43;118;152;CF;Scala di deflusso;3;no;0.14;<-1;CF Regione Molise, 2021
422;Catanzaro LidoSS106;Catanzaro Lido SS 106;Corace;Corace, Catanzaro LidoSS106;CalabriaDomain;BORGIA;CZ;CALABRIA;322;16.6061;38.8172;280;4.8;-9999;-9999;-9999;-9999;13;223;302;350;Statistica;-9999;-9999;no;-9999;-9999;N.D.
-9999;Cavaria con Premezzo;Cavaria con Premezzo;Arno;Arno, Cavaria con Premezzo;PoBasin;-;-;-;-9999;8.8078;45.6896;37;1.9;-9999;130;170;200;-9999;28;45;57;CF;Scala di deflusso;2;no;-0.36;<-1;Regione Lombardia, 2015
-9999;Cavia;-;Cavia;Cavia, Cavia;FriuliDomain;-;-;-;-9999;11.81829;46.36044;2.27;0.7;-9999;-9999;-9999;-9999;-9999;6;7;9;CF;-9999;-9999;no;-9999;-9999;N.D.
114;Cecina;-;Cecina;Cecina, Cecina;ToscanaDomain;Cecina;LI;TOSCANA;41;10.5125;43.3226;920;8.4;64;-9999;-9999;-9999;123;150;246;319;Statistica;-9999;-9999;no;-9999;-9999;N.D.
-9999;Cengio;Cengio;Bormida;Bormida, Cengio;LiguriaDomain;-;-;-;-9999;8.2;44.39;205;4.1;-9999;250;300;400;-9999;199;284;500;CF;Scala di deflusso;3;no;-0.06;<-1;Arpal, 2020
