ID;SEZIONE;NOME IDROMETRO;NOME_BACIN;DATI_DA;NOME_DOMIN;COMUNE;PROV;REGIONE;BACINO;LON;LAT;AREA;CORR_TIME;CN;THR1;THR2;THR3;ALERTZONE;Q_ALLARME;Q_ARANCIONE;Q_ALLERTA;Fonte Q_soglia;StimaQoss;QUAL1_5;CALIBRATO;Err_Rel_Qp;NashSut;FonteSdD
-9999;Saliceto;Saliceto;Chiavenna;Chiavenna,Saliceto;PoBasin;-;-;-;-9999;9.8767;45.0011;161;3.7;-9999;280;380;490;-9999;74;122;175;CF;Scala di deflusso;3;no;-9999;-9999;ARPA Emilia Romagna,2018
-9999;Salsolass16;Torrente Salsola;Candelaro;Candelaro, Salsolass16;BasilicataDomain;Lucera;FG;PUGLIA;-9999;15.49954981;41.5636896;622.5;7.0;-9999;240;280;310;-9999;91;126;173;CF;-9999;-9999;no;-9999;-9999;CF Regione Puglia, 2018
-9999;Salsominore;Salsominore;Aveto;Aveto, Salsominore;PoBasin;-;-;-;-9999;9.4054;44.6327;201;4.1;-9999;320;430;620;-9999;48;113;227;CF;Scala di deflusso;2;no;-0.1;0.16;ARPA Emilia Romagna, 2018
-9999;San Colombano;-;Lavagna;Lavagna, San Colombano;LiguriaDomain;-;-;LIGURIA;-9999;9.3112;44.3726;161;3.7;-9999;-9999;-9999;-9999;5;343;603;818;Statistica;-9999;-9999;no;-9999;-9999;N.D.
-9999;San Samuele;Ofanto S.Samuele C.;Ofanto;Ofanto, San Samuele;BasilicataDomain;San Ferdinando di Puglia;BT;PUGLIA;-9999;16.05923337;41.26906669;2869;14.7;-9999;450;530;570;-9999;310;668;1000;CF;Scala di deflusso;5;si;-0.23;0.17;CF Regione Puglia, 2024
-9999;SanGiorgioIsola;San Giorgio Isola;Aso;Aso, SanGiorgioIsola;MarcheDomain;-;-;-;-9999;13.36;42.88;45;2.1;-9999;-9999;-9999;-9999;-9999;32;55;73;Statistica;-9999;3;no;-0.05;<-1;Regione Marche, 2021
-9999;SanMartino;S. Martino;Entella;Entella, SanMartino;LiguriaDomain;-;-;-;-9999;9.34;44.36;282;4.8;-9999;170;220;320;-9999;235;292;431;CF;Scala di deflusso;3;no;0.25;<-1;Arpal, 2020
-9999;SanNicola;Anapo a San Nicola;Anapo;Anapo, SanNicola;SiciliaDomain;-;-;SICILIA;-9999;14.96;37.1;93.76;2.9;-9999;-9999;-9999;-9999;-9999;79;128;165;Statistica;-9999;-9999;no;-9999;-9999;N.D.
454;Sanquirico;-;Astimini;Astimini, Sanquirico;SardegnaDomain;ALGHERO;SS;SARDEGNA;448;8.32419;40.61164;336;5.2;-9999;-9999;-9999;-9999;-9999;39;61;77;Statistica;-9999;-9999;no;-9999;-9999;N.D.
-9999;Sansinato;Sansinato;Corace;Corace,Sansinato;CalabriaDomain;-;-;CALABRIA;-9999;16.55;38.9;172;3.8;-9999;-9999;-9999;-9999;-9999;133;190;229;Statistica;-9999;-9999;no;-9999;-9999;N.D.
-9999;Santa Caterina;-;Ansiei;Ansiei, Santa Caterina;FriuliDomain;-;-;-;-9999;12.46274;46.53919;228.04;4.3;-9999;-9999;-9999;-9999;-9999;149;250;329;Statistica;-9999;-9999;no;-9999;-9999;N.D.
-9999;Santarcangelo;Santarcangelo di Romagna;Uso;Uso, Santarcangelo;RomagnaDomain;-;-;-;-9999;12.4372;44.0683;109;3.1;-9999;250;420;530;-9999;54;139;194;CF;Scala di deflusso;3;si;0.39;0.56;ARPA Emilia Romagna, 2018
-9999;Santuario di Savona;-;Letimbro;Letimbro, Santuario di Savona;LiguriaDomain;-;-;LIGURIA;-9999;8.43753;44.34555;31;1.8;-9999;200;320;-9999;3;42;74;100;Statistica;-9999;-9999;no;-9999;-9999;N.D.
-9999;Sasso dOmbrone;Sasso d'Ombrone;Ombrone;Ombrone, Sasso dOmbrone;ToscanaDomain;-;-;-;-9999;11.322;42.935;2652;14.2;-9999;480;530;650;-9999;639;777;1152;CF;Scala di deflusso;2;no;0.59;<-1;Regione Toscana, 2025
-9999;Sassoferrato;Sassoferrato;Esino;Esino, Sassoferrato;MarcheDomain;-;-;MARCHE;-9998;12.90434;43.43372;209;4.2;-9999;130;180;250;-9999;41;57;80;CF;Scala di deflusso;5;si;-0.253;0.56;Regione Marche, 2021
-9999;Satriano Marina;-;Ancinale;Ancinale, Satriano Marina;CalabriaDomain;-;-;CALABRIA;-9999;16.5328;38.6753;170;3.8;-9999;-9999;-9999;-9999;-9999;247;352;423;Statistica;-9999;-9999;no;-9999;-9999;N.D.
-9999;Savignone;-;Scrivia;Scrivia, Savignone;LiguriaDomain;-;-;LIGURIA;-9999;8.97833;44.55194;135;3.4;-9999;-9999;-9999;-9999;4;256;451;611;Statistica;-9999;-9999;no;-9999;-9999;N.D.
-9999;Scicli;-;Dimodica;Dimodica, Scicli;SiciliaDomain;Scicli;RG;SICILIA;-9999;14.676;36.775;95;2.9;-9999;-9999;-9999;-9999;104;35;57;73;Statistica;-9999;-9999;no;-9999;-9999;N.D.
-9999;Senaiga;-;Senaiga;Senaiga, Senaiga;AdigeDomain;-;-;-;-9999;11.75833;46.02647;71;2.5;-9999;-9999;-9999;-9999;-9999;78;122;154;Statistica;-9999;-9999;no;-9999;-9999;N.D.
-9998;Serra dei Conti;Serra dei Conti;Misa;Misa, Serra dei Conti;MarcheDomain;-;-;MARCHE;-9999;13.02809;43.54798;73;2.6;-9999;100;150;200;-9999;7;16;31;CF;Scala di deflusso;2;si;-0.206;0.3;Regione Marche, 2021
-9999;Serrapartucci;Serrapartucci;Tevere;Tevere, Serrapartucci;TevereBasin;-;-;Umbria;-9999;12.4131;43.3344;132;3.4;-9999;150;250;330;-9999;29;86;156;CF;Scala di deflusso;4;si;-0.17;0.68;CF Umbria, 2018
-9999;Serrarossa;Serrarossa;Tacina;Tacina,Serrarossa;CalabriaDomain;-;-;CALABRIA;-9999;16.89;39.07;195;4.0;-9999;-9999;-9999;-9999;-9999;404;548;636;Statistica;-9999;-9999;no;-9999;-9999;N.D.
-9999;Serravalle;Serravalle;Nera;Nera, Serravalle;TevereBasin;-;-;Lazio;-9999;13.0231;42.7794;420;5.8;-9999;70;110;180;-9999;16;35;80;CF;Scala di deflusso;4;no;0.147;<-1;CF Umbria, 2018
-9999;Sestri Levante;-;Gromolo;Gromolo, Sestri Levante;LiguriaDomain;-;-;LIGURIA;-9999;9.40972;44.27361;25;1.6;-9999;150;240;-9999;5;34;59;80;Statistica;-9999;-9999;no;-9999;-9999;N.D.
-9999;Sestri Levante-Sara;-;Petronio;Petronio, Sestri Levante-Sara;LiguriaDomain;-;-;LIGURIA;-9999;9.42972;44.27;56;2.3;-9999;-9999;-9999;-9999;5;89;156;212;Statistica;-9999;-9999;no;-9999;-9999;N.D.
-9999;SGiusto;Torrente Celone San Giusto;Candelaro;Candelaro, SGiusto;BasilicataDomain;Lucera;FG;PUGLIA;-9999;15.40859996;41.4237167;149;3.5;-9999;220;290;330;-9999;21;50;91;CF;Scala di deflusso;3;si;-0.07;0.75;CF Regione Puglia, 2018
152;Sibari;Sibari;Crati;Crati, Sibari;CalabriaDomain;CASSANO ALLO IONIO;CS;CALABRIA;36;16.50043;39.71209;2470;13.7;65;-9999;-9999;-9999;12;711;848;917;Statistica;-9999;-9999;no;-9999;-9999;N.D.
15;Sicignana;Sicignano;Sele;Sele, Sicignana;BasilicataDomain;Buccino;BN;Campania;11;15.2925;40.60472;1680;11.3;64;-9999;-9999;-9999;34;711;1203;1552;Statistica;-9999;-9999;no;-9999;-9999;N.D.
49;Siracusa;-;Anapo;Anapo, Siracusa;SiciliaDomain;Siracusa;SR;SICILIA;73;15.269;37.058;470;6.1;-9999;-9999;-9999;-9999;104;238;373;467;Statistica;-9999;-9999;no;-9999;-9999;N.D.
68;SLucia;S.Lucia;Tevere;Tevere, SLucia;TevereBasin;Citta di Castello;PG;Umbria;37;12.2418;43.4189;920;8.4;63;300;380;500;149;142;211;333;CF;Scala di deflusso;4;si;-0.108;0.54;CF Umbria, 2018
173;Snazzaro Sesia;-;Sesia;Sesia, Snazzaro Sesia;PoBasin;GREGGIO;VC;PIEMONTE;42;8.40004;45.45846;1030;8.9;70;-9999;-9999;-9999;82;729;1095;1362;Statistica;-9999;-9999;no;-9999;-9999;N.D.
-9999;Soliera;Soliera;Aulella;Aulella, Soliera;LiguriaDomain;-;-;LIGURIA;-9999;10.0628;44.19995;202;4.1;-9999;300;350;450;5;130;180;300;CF;Scala di deflusso;3;no;-0.02;0.03;ARPAL, 2020
30;Solopaca;Solopaca;Volturno;Volturno, Solopaca;VolturnoDomain;SOLOPACA;BN;CAMPANIA;14;14.56837;41.20855;2950;14.9;68;500;650;690;23;776;1078;1164;CF;Scala di deflusso;2;no;0.104;<-1;Arpa Campania (non ufficiali)
185;Soncino;Soncino;Oglio;Oglio, Soncino;PoBasin;SONCINO;CR;LOMBARDIA;50;9.89008;45.39928;2200;12.9;72;50;120;170;63;60;192;300;CF;Scala di deflusso;4;no;-0.245;<-1;ARPA Lombardia, 2016
-9999;Sora;Sora;Liri;Liri, Sora;LiriDomain;-;-;-;-9999;13.6133;41.7186;1268.5824;9.9;-9999;200;300;330;-9999;105;238;282;Statistica;Scala di deflusso;-9999;si;0.29;0.77;CF Regione Lazio, 2020
-9999;Sorbolo;Sorbolo;Enza;Enza,Sorbolo;PoBasin;-;-;-;-9999;10.45;44.85;658;7.2;-9999;790;1000;1100;-9999;62;104;128;CF;Scala di deflusso;4;no;-9999;-9999;ARPA Emilia Romagna,2018
-9999;Soverzene;-;Piave;Piave, Soverzene;FriuliDomain;-;-;-;-9999;12.30002;46.2002;1691.09;11.4;-9999;-9999;-9999;-9999;-9999;700;1000;1250;CF;-9999;-9999;no;-9999;-9999;ARPAV
-9999;Spadola;Spadola;Ancinale;Ancinale,Spadola;CalabriaDomain;-;-;CALABRIA;-9999;16.34;38.6;37;1.9;-9999;-9999;-9999;-9999;-9999;50;71;86;Statistica;-9999;-9999;no;-9999;-9999;N.D.
-9999;Spessa;Spessa Po;Po;Po, Spessa;PoBasin;-;-;-;-9999;9.35;45.1;37372;52.4;-9999;450;550;650;-9999;5518;7780;10042;CF;Scala di deflusso;4;no;0.05;0.07;ARPA Emilia Romagna, 2018
13;SS106;Sinni SS106;Sinni;Sinni, SS106;BasilicataDomain;ROTONDELLA;MT;BASILICATA;8;16.64766;40.16518;1290;9.9;67;300;350;-9999;8;1433;4528;;CF;Scala di deflusso;1;no;-0.759;0.12;Arpa Campania/Letteratura, 1993
-9999;SS106;-;Cavone;Cavone, SS106;BasilicataDomain;-;-;-;-9999;16.7267;40.2983;575;6.7;-9999;-9999;-9999;-9999;-9999;348;692;1013;Statistica;Scala di deflusso;3;si;0.007;0.6;Letteratura, 2020
42;SS106;-;Basento;Basento, SS106;BasilicataDomain;BERNALDA;MT;BASILICATA;28;16.78;40.3677;1520;10.8;67;-9999;-9999;-9999;7;496;840;1084;Statistica;Scala di deflusso;4;si;-0.65;0.52;Letteratura, 2020
-9999;SSAurelia;-;Mignone;Mignone, SSAurelia;LazioDomain;-;-;Lazio;-9999;11.7825;42.1919;500;6.3;-9999;-9999;-9999;-9999;-9999;158;250;311;Statistica;-9999;-9999;no;-9999;-9999;N.D.
42;Stampace;-;Tellaro;Tellaro, Stampace;SiciliaDomain;Noto;RG;SICILIA;113;15.0887;36.8408;350;5.3;-9999;-9999;-9999;-9999;104;131;205;256;Statistica;-9999;-9999;no;-9999;-9999;N.D.
-9999;Steresa;Pescara a Santa Teresa - Valle Diga;Aternopescara;Aternopescara, Steresa;LiriDomain;-;-;ABRUZZO;-9999;14.16611;42.42611;3040;15.1;-9999;330;400;480;-9999;618;790;884;Statistica;-9999;-9999;no;-9999;-9999;N.D.
-9999;Stia;Stia Idro;Arno;Arno, Stia;ToscanaDomain;-;-;-;-9999;11.706;43.801;55;2.3;-9999;100;150;250;-9999;8;12;62;CF;Scala di deflusso;3;no;-0.01;-0.44;Regione Toscana, 2025
193;Stra;-;Brenta;Brenta, Stra;AdigeDomain;VIGONOVO;VE;VENETO;52;11.99831;45.40756;2300;13.2;71;150;200;-9999;159;954;1415;1716;Statistica;-9999;-9999;no;-9999;-9999;N.D.
-9999;Strada Casale;Strada Casale;Lamone;Lamone, Strada Casale;RomagnaDomain;-;-;-;-9999;11.7;44.19;193;4.0;-9999;100;140;200;-9999;37;66;108;CF;Scala di deflusso;3;si;0.7;0.41;ARPA Emilia Romagna, 2018
-9999;Subbiano;Subbiano;Casentino;Casentino, Subbiano;ToscanaDomain;-;-;TOSCANA;-9999;11.86018;43.56251;730;7.5;-9999;300;350;500;-9999;224;337;698;CF;Scala di deflusso;2;no;-0.522;0.59;Regione Toscana, 2025
-9999;SusaVia Mazzini;Susa Dora Riparia via Mazzini;DoraRiparia;DoraRiparia,SusaVia Mazzini;PoBasin;-;-;-;-9999;7.03;45.08;781;7.8;-9999;240;280;360;-9999;143;174;236;CF;Scala di deflusso;2;no;-9999;-9999;Arpa Piemonte,2019
99;Tarquinia;Marta a Tarquinia;Marta;Marta, Tarquinia;LazioDomain;Tarquinia;VT;Lazio;31;11.7382;42.2544;1065;9.1;65;600;700;800;48;172;255;366;CF;Scala di deflusso;3;si;-0.14;0.32;CF Regione Lazio, 2020
103;Tavagnasco;Tavagnasco;Dorabaltea;Dorabaltea, Tavagnasco;PoBasin;Tavagnasco;TO;Piemonte;32;7.8248;45.5482;3330;15.8;78;310;350;400;74;746;890;1070;CF;Scala di deflusso;4;no;-0.607;-0.77;ARPAPiemonte, 2018
124;Tel;Adige a Tel;Adige;Adige, Tel;AdigeDomain;PARCINES;BZ;TRENTINO ALTO ADIGE;51;11.07397;46.67117;1660;11.3;79;-9999;-9999;-9999;147;202;300;363;Statistica;-9999;-9999;no;-9999;-9999;N.D.
-9999;Termini Imerese;Rosamarina Diga R2;Sleonardo;Sleonardo, Termini Imerese;SiciliaDomain;TERMINI IMERESE;PA;SICILIA;110;13.6842;37.9908;420;5.8;-9999;-9999;-9999;-9999;107;177;277;347;Statistica;-9999;-9999;no;-9999;-9999;N.D.
136;Terni;Terni;Nera;Nera, Terni;TevereBasin;Terni;PG;Umbria;37;12.65;42.5597;3400;16.0;64;780;850;1000;150;46;82;196;CF;Scala di deflusso;-9999;no;-9999;-9999;N.D.
-9999;Terria;Velino a Terria;Velino;Velino, Terria;TevereBasin;-;-;Lazio;-9999;12.78966;42.4555;1940;12.1;-9999;600;700;800;-9999;62;70;81;CF;Scala di deflusso;4;no;-0.12;0.095;CF Lazio, 2018 e CF Umbria, 2008
-9999;Tiglieto Orba;Tiglieto;Orba;Orba, Tiglieto Orba;LiguriaDomain;-;-;LIGURIA;-9999;8.61648;44.5203;73;2.6;-9999;300;350;450;2;186;261;449;CF;Scala di deflusso;2;si;-0.188;0.76;ARPAL, 2018
-9999;Todi-Naia;Todi-Naia;Tevere;Tevere, Todi-Naia;TevereBasin;-;-;Lazio;-9999;12.3822;42.7653;220;4.3;-9999;190;240;300;-9999;79;117;173;CF;Scala di deflusso;1;si;-0.259;0.09;CF Umbria, 2018
-9999;Torino;Torino Dora Riparia Q.A.;DoraRiparia;DoraRiparia,Torino;PoBasin;-;-;-;-9999;7.72;45.08;1325;10.1;-9999;290;340;410;-9999;205;276;376;CF;Scala di deflusso;3;no;-9999;-9999;Arpa Piemonte,2019
170;Torino Murazzi;Torino Murazzi Po;Po;Po, Torino Murazzi;PoBasin;TORINO;TO;PIEMONTE;44;7.70619;45.06765;5320;19.9;66;350;460;470;83;851;1181;1211;CF;Scala di deflusso;4;no;-0.005;-0.07;ARPAPiemonte, 2018
-9999;Torrente Candelaro;Torrente Candelaro a Ex 13 Luci;Candelaro;Candelaro, Torrente Candelaro;BasilicataDomain;Manfredonia;FG;PUGLIA;-9999;15.80760482;41.5433841;1971;12.2;-9999;380;400;430;-9999;511;597;738;CF;Scala di deflusso;5;si;-0.003;0.46;CF Regione Puglia, 2024
-9999;Torreorsina;Torre Orsina;Tevere;Tevere, Torreorsina;TevereBasin;Terni;TR;Umbria;-9999;12.74;42.5717;1240;9.8;65;330;400;460;-9999;39;78;121;CF;Scala di deflusso;4;si;0.543;<-1;CF Umbria, 2018
412;Tortora;Tortora;Noce;Noce, Tortora;BasilicataDomain;Tortora;PZ;CALABRIA;326;15.7686;39.9375;320;5.1;-9999;-9999;-9999;-9999;9;334;664;972;Statistica;-9999;-9999;no;-9999;-9999;N.D.
-9999;Trestina;Trestina;Nestore;Nestore, Trestina;TevereBasin;-;-;Lazio;-9999;12.23719;43.35836;202;4.1;-9999;370;430;550;-9999;80;110;183;CF;Scala di deflusso;4;no;-0.445;0.45;CF Umbria, 2018
-9999;Triolo;Torrente Triolo;Candelaro;Candelaro, Triolo;BasilicataDomain;Lucera;FG;PUGLIA;-9999;15.33363675;41.52826479;202.75;4.1;-9999;320;390;430;-9999;29;57;81;CF;Scala di deflusso;-9999;no;-0.683;<-1;CF Regione Puglia, 2018
62;Tronto;Tronto;Tronto;Tronto, Tronto;MarcheDomain;ASCOLI PICENO;AP;MARCHE;22;13.65254;42.85198;959;8.6;67;90;140;200;70;39;107;222;CF;Scala di deflusso;4;si;-0.166;0.28;Regione Marche, 2021
-9999;Turbone;Turbone;Pesa;Pesa, Turbone;ToscanaDomain;-;-;-;-9999;11.036;43.719;292;4.9;-9999;200;250;350;-9999;52;74;141;CF;Scala di deflusso;3;no;-0.24;0.21;Regione Toscana, 2025
120;Uffizi;-;Arno;Arno, Uffizi;ToscanaDomain;FIRENZE;FI;TOSCANA;18;11.2431;43.77188;4480;18.3;64;300;550;-9999;117;746;952;1066;Statistica;-9999;-9999;no;-9999;-9999;Regione Toscana, 2025
-9999;Val Gallina;-;ValGallina;ValGallina, Val Gallina;FriuliDomain;-;-;-;-9999;12.33336;46.2182;13.52;1.2;-9999;-9999;-9999;-9999;-9999;21;36;47;Statistica;-9999;-9999;no;-9999;-9999;N.D.
-9999;Valle Armea-Ponte;-;Armea;Armea, Valle Armea-Ponte;LiguriaDomain;-;-;LIGURIA;-9999;7.81889;43.83556;36;1.9;-9999;-9999;-9999;-9999;1;76;134;182;Statistica;-9999;-9999;no;-9999;-9999;N.D.
-9999;Valle di Cadore;-;Boite;Boite, Valle di Cadore;FriuliDomain;-;-;-;-9999;12.31997;46.41171;381.58;5.5;-9999;-9999;-9999;-9999;-9999;189;318;417;Statistica;-9999;-9999;no;-9999;-9999;N.D.
-9999;Vallepiediluco;-;Piediluco;Piediluco, Vallepiediluco;TevereBasin;-;-;Umbria;-9999;12.7396;42.5344;74;2.6;-9999;-9999;-9999;-9999;-9999;5;10;15;Statistica;-9999;-9999;no;-9999;-9999;N.D.
-9999;Vallo di Nera;Vallo di Nera;Tevere;Tevere, Vallo di Nera;TevereBasin;Vallo di Nera;PG;Umbria;37;12.8549;42.7535;1040;9.0;66;100;140;200;150;22;40;74;CF;Scala di deflusso;3;si;0.51;<-1;CF Umbria, 2018
-9999;Valsigiara;Trebbia Valsigiara;Trebbia;Trebbia, Valsigiara;PoBasin;-;-;-;-9999;9.33;44.6402;217;4.2;-9999;170;260;310;-9999;243;403;491;CF;Scala di deflusso;3;no;-0.13;0.56;ARPA Emilia Romagna, 2018
-9999;Valsinni;Sinni a Valsinni;Sinni;Sinni, Valsinni;BasilicataDomain;Valsinni;MT;Basilicata;-9999;16.4379;40.1712;1120;9.3;-9999;80;130;-9999;-9999;700;882.5;1065;CF;-9999;-9999;no;-9999;-9999;N.D.
-9999;Valtopina;Valtopina;Topino;Topino, Valtopina;TevereBasin;-;-;Lazio;-9999;12.7542;43.0486;192;4.0;-9999;180;250;320;-9999;50;83;120;CF;Scala di deflusso;3;no;-0.108;0.37;CF Umbria, 2018
-9999;Varenna;-;Varenna;Varenna, Varenna;LiguriaDomain;Genova;GE;LIGURIA;-9999;8.82;44.43639;22;1.5;-9999;-9999;-9999;-9999;3;74;131;177;Statistica;-9999;-9999;no;-9999;-9999;N.D.
-9999;Vecchia statale Aurelia;-;Cornia;Cornia, Vecchia statale Aurelia;ToscanaDomain;-;-;TOSCANA;-9999;10.61409;43.01908;370;5.4;-9999;450;550;-9999;-9999;111;182;236;Statistica;-9999;-9999;no;-9999;-9999;N.D.
-9999;Venosa;Torrente Venosa;Ofanto;Ofanto, Venosa;BasilicataDomain;Venosa;PZ;BASILICATA;-9999;15.82463331;40.9988;221;4.3;-9999;230;260;310;-9999;20;30;53;CF;Scala di deflusso;4;si;-0.99;-0.04;CF Regione Puglia, 2018
76;Venzone;Venzone;Tagliamento;Tagliamento, Venzone;FriuliDomain;VENZONE;UD;FRIULI VENEZIA GIULIA;56;13.13139;46.33295;2100;12.6;67;190;320;380;46;2571;4214;5413;Statistica;-9999;-9999;no;-9999;-9999;N.D.
-9999;Vergato;Vergato;Reno;Reno, Vergato;RomagnaDomain;-;-;-;-9999;11.12;44.29;552;6.6;-9999;150;300;500;-9999;117;369;712;CF;Scala di deflusso;2;si;0.24;0.83;ARPA Emilia Romagna, 2018
-9999;Verolengo;Verolengo Dora Baltea;DoraBaltea;DoraBaltea,Verolengo;PoBasin;-;-;-;-9999;8.04;45.19;3888;17.1;-9999;300;350;450;-9999;850;1136;1709;CF;Scala di deflusso;3;no;-9999;-9999;Arpa Piemonte,2019
-9999;Verona;Verona;Adige;Adige, Verona;AdigeDomain;-;-;-;-9999;11.0015;45.4426;11099;28.7;-9999;-36;110;210;-9999;463;1004;1478;CF;Scala di deflusso;4;si;0.51;0.03;ARPAV, 2021
-9999;Vetto;Vetto;Enza;Enza,Vetto;PoBasin;-;-;-;-9999;10.33;44.49;299;4.9;-9999;140;180;300;-9999;89;135;329;CF;Scala di deflusso;4;no;-9999;-9999;ARPA Emilia Romagna,2018
-9999;Vigevano;Vigevano;Ticino;Ticino, Vigevano;PoBasin;-;-;-;-9999;8.8796;45.3415;3511;16.2;-9999;-9999;-9999;-9999;-9999;1773;2418;2743;Statistica;Scala di deflusso;4;no;-0.24;-0.41;Regione Lombardia, 2015
489;Vignola;-;Vignola;Vignola, Vignola;SardegnaDomain;AGLIENTU;SS;SARDEGNA;460;9.05424;41.11365;133;3.4;-9999;-9999;-9999;-9999;97;16;26;34;Statistica;-9999;-9999;no;-9999;-9999;N.D.
-9999;Vignolo;-;Sturla;Sturla, Vignolo;LiguriaDomain;-;-;LIGURIA;-9999;9.37385;44.38154;102;3.0;-9999;320;410;-9999;5;242;426;578;Statistica;-9999;-9999;no;-9999;-9999;N.D.
-9999;Villa Carmine;-;Saline;Saline, Villa Carmine;LiriDomain;-;-;ABRUZZO;-9999;14.1264;42.5106;570;6.7;-9999;200;250;300;-9999;227;361;472;Statistica;-9999;-9999;no;-9999;-9999;N.D.
3;Villa S.Maria;Villa S.Maria;Sangro;Sangro, Villa S.Maria;LiriDomain;Villa S.Maria;CH;ABRUZZO;17;14.3437;41.9446;820;8.0;67;150;190;260;4;184;293;382;Statistica;-9999;-9999;no;-9999;-9999;N.D.
61;Villaputzu;Flumini Uri a S.Vito;Flumendosa;Flumendosa, Villaputzu;SardegnaDomain;Villaputzu;CA;Sardegna;3;9.5651;39.4327;1520;10.8;73;-9999;-9999;-9999;95;1060;1845;2630;CF;-9999;-9999;no;-9999;-9999;N.D.
-9999;Visso;Visso;Nera;Nera, Visso;TevereBasin;-;-;Marche;-9999;13.09194444;42.92841667;206;4.1;-9999;100;150;200;-9999;7;22;47;CF;Scala di deflusso;5;no;-0.431;<-1;Regione Marche, 2018
-9999;Vodo di Cadore;-;Boite;Boite, Vodo di Cadore;FriuliDomain;-;-;-;-9999;12.24098;46.4179;321.63;5.1;-9999;-9999;-9999;-9999;-9999;145;244;320;Statistica;-9999;-9999;no;-9999;-9999;N.D.
-9999;Volpedo;Volpedo-Monleale;Curone;Curone,Volpedo;PoBasin;-;-;-;-9999;8.99;44.89;154;3.6;-9999;130;180;-9999;-9999;122;164;-9999;CF;Scala di deflusso;3;no;-9999;-9999;Arpa Piemonte,2019
-9999;Vulgano;Vulgano;Candelaro;Candelaro, Vulgano;BasilicataDomain;Lucera;FG;PUGLIA;-9999;15.33311671;41.44844997;108.75;3.1;-9999;230;320;380;-9999;73;132;180;CF;Scala di deflusso;1;no;-0.38;0.21;CF Regione Puglia, 2018
-9999;Trento;Trento;Adige;Adige, Trento;AdigeDomain;Trento;TN;TRENTINO ALTO ADIGE;-9999;11.1153;46.07;10453;27.9;-9999;-9999;-9999;-9999;-9999;800;1440;1970;CF;-9999;-9999;no;-9999;-9999;Provincia trento, 2025
-9999;Lavis;Lavis;Avisio;Avisio, Lavis;AdigeDomain;Trento;TN;TRENTINO ALTO ADIGE;-9999;11.1186;46.1381;1006;8.8;-9999;-9999;-9999;-9999;-9999;269;399;484;Statistica;-9999;-9999;no;-9999;-9999;Provincia trento, 2025
-9999;Borgo Valsugana;Val Sugana;Brenta;Brenta, Borgo Valsugana;AdigeDomain;Borgo Valsugana;TN;TRENTINO ALTO ADIGE;-9999;11.46;46.0542;284;4.8;-9999;-9999;-9999;-9999;-9999;126;194;242;Statistica;-9999;-9999;no;-9999;-9999;Provincia trento, 2025
-9999;Male;Male;Noce;Noce, Male;AdigeDomain;Malè;TN;TRENTINO ALTO ADIGE;-9999;10.9136;46.3492;499;6.3;-9999;-9999;-9999;-9999;-9999;96;147;183;Statistica;-9999;-9999;no;-9999;-9999;Provincia trento, 2025
-9999;Cimego;Cimego;Chiese;Chiese, Cimego;PoBasin;Borgo Chiese;TN;TRENTINO ALTO ADIGE;-9999;10.6189;45.9096;256;4.6;-9999;-9999;-9999;-9999;-9999;73;113;146;Statistica;-9999;-9999;no;-9999;-9999;Provincia trento, 2025
-9999;Sarche;Sarche;Mincio;Mincio, Sarche;PoBasin;Madruzzo;TN;TRENTINO ALTO ADIGE;-9999;10.9469;46.0333;897;8.3;-9999;-9999;-9999;-9999;-9999;242;372;481;Statistica;-9999;-9999;no;-9999;-9999;Provincia trento, 2025
-9999;Fiera di Primiero;Fiera di Primiero;Cismon;Cismon, Fiera di Primiero;AdigeDomain;Primiero San Martino di Castrozza;TN;TRENTINO ALTO ADIGE;-9999;11.83;46.1742;133;3.4;-9999;-9999;-9999;-9999;-9999;86;134;168;Statistica;-9999;-9999;no;-9999;-9999;Provincia trento, 2025
-9999;Spiazzo;Spiazzo;Mincio;Mincio, Spiazzo;PoBasin;-;TN;TRENTINO ALTO ADIGE;-9999;10.7394;46.1022;348;5.3;-9999;-9999;-9999;-9999;-9999;96;149;192;Statistica;-9999;-9999;no;-9999;-9999;N.D.
-9999;Cavalese;Cavalese;Avisio;Avisio, Cavalese;AdigeDomain;-;TN;TRENTINO ALTO ADIGE;-9999;11.48;46.2844;591;6.8;-9999;-9999;-9999;-9999;-9999;182;279;348;Statistica;-9999;-9999;no;-9999;-9999;N.D.
-9999;Trento-Fersina;Trento-Fersina;Fersina;Fersina, Trento-Fersina;AdigeDomain;-;TN;TRENTINO ALTO ADIGE;-9999;11.1178;46.0439;183;3.9;-9999;-9999;-9999;-9999;-9999;59;92;116;Statistica;-9999;-9999;no;-9999;-9999;N.D.
-9999;Rovereto;Rovereto;Leno;Leno, Rovereto;AdigeDomain;-;TN;TRENTINO ALTO ADIGE;-9999;11.04;45.88;193;4.0;-9999;-9999;-9999;-9999;-9999;122;191;240;Statistica;-9999;-9999;no;-9999;-9999;N.D.
